,userid,courseid,formatted agreed mark,actual grade,faculty
451,4867,1925,68.3,B,Faculty of Languages and Linguistics
452,4875,1925,76.0,A-,Faculty of Languages and Linguistics
453,4878,1925,79.7,A,Faculty of Languages and Linguistics
454,4879,1925,74.6,A-,Faculty of Languages and Linguistics
455,4880,1925,72.4,B+,Faculty of Languages and Linguistics
456,4881,1925,70.9,B+,Faculty of Languages and Linguistics
457,4883,1925,70.6,B+,Faculty of Languages and Linguistics
458,4887,1925,75.3,A-,Faculty of Languages and Linguistics
459,4889,1925,83.7,A,Faculty of Languages and Linguistics
460,4890,1925,72.4,B+,Faculty of Languages and Linguistics
461,4891,1925,63.4,B-,Faculty of Languages and Linguistics
462,4894,1925,72.0,B+,Faculty of Languages and Linguistics
463,4895,1925,72.4,B+,Faculty of Languages and Linguistics
464,4896,1925,69.8,B+,Faculty of Languages and Linguistics
465,4898,1925,77.6,A-,Faculty of Languages and Linguistics
466,4901,1925,58.0,C+,Faculty of Languages and Linguistics
467,4902,1925,74.5,A-,Faculty of Languages and Linguistics
468,4908,1925,60.7,B-,Faculty of Languages and Linguistics
469,4909,1925,78.4,A-,Faculty of Languages and Linguistics
470,4913,1925,68.0,B,Faculty of Languages and Linguistics
471,4914,1925,73.6,B+,Faculty of Languages and Linguistics
472,4915,1925,62.9,B-,Faculty of Languages and Linguistics
473,4916,1925,59.4,C+,Faculty of Languages and Linguistics
474,4918,1925,68.7,B,Faculty of Languages and Linguistics
475,4919,1925,70.3,B+,Faculty of Languages and Linguistics
476,4920,1925,76.2,A-,Faculty of Languages and Linguistics
477,4921,1925,67.4,B,Faculty of Languages and Linguistics
478,4923,1925,69.7,B+,Faculty of Languages and Linguistics
479,4924,1925,75.0,A-,Faculty of Languages and Linguistics
480,4925,1925,70.8,B+,Faculty of Languages and Linguistics
481,4928,1925,65.3,B,Faculty of Languages and Linguistics
482,4929,1925,70.6,B+,Faculty of Languages and Linguistics
483,4931,1925,77.9,A-,Faculty of Languages and Linguistics
484,4932,1925,66.2,B,Faculty of Languages and Linguistics
485,4933,1925,59.5,B-,Faculty of Languages and Linguistics
486,4934,1925,65.8,B,Faculty of Languages and Linguistics
487,4935,1925,76.4,A-,Faculty of Languages and Linguistics
488,4936,1925,72.8,B+,Faculty of Languages and Linguistics
489,4937,1925,61.5,B-,Faculty of Languages and Linguistics
490,4938,1925,76.0,A-,Faculty of Languages and Linguistics
491,4939,1925,74.6,A-,Faculty of Languages and Linguistics
492,4941,1925,71.1,B+,Faculty of Languages and Linguistics
493,4942,1925,70.6,B+,Faculty of Languages and Linguistics
494,4946,1925,71.7,B+,Faculty of Languages and Linguistics
495,4947,1925,77.8,A-,Faculty of Languages and Linguistics
496,4948,1925,59.6,B-,Faculty of Languages and Linguistics
497,4954,1925,60.1,B-,Faculty of Languages and Linguistics
498,4955,1925,72.4,B+,Faculty of Languages and Linguistics
499,4957,1925,74.8,A-,Faculty of Languages and Linguistics
500,4958,1925,78.9,A-,Faculty of Languages and Linguistics
501,4960,1925,68.4,B,Faculty of Languages and Linguistics
502,4961,1925,69.8,B+,Faculty of Languages and Linguistics
503,4962,1925,70.1,B+,Faculty of Languages and Linguistics
504,4966,1925,73.3,B+,Faculty of Languages and Linguistics
505,4967,1925,72.9,B+,Faculty of Languages and Linguistics
506,4969,1925,64.6,B,Faculty of Languages and Linguistics
507,4971,1925,70.6,B+,Faculty of Languages and Linguistics
508,4972,1925,65.6,B,Faculty of Languages and Linguistics
509,4974,1925,61.7,B-,Faculty of Languages and Linguistics
510,4976,1925,78.2,A-,Faculty of Languages and Linguistics
511,4977,1925,72.3,B+,Faculty of Languages and Linguistics
512,4980,1925,67.3,B,Faculty of Languages and Linguistics
513,4981,1925,69.1,B,Faculty of Languages and Linguistics
514,4982,1925,70.9,B+,Faculty of Languages and Linguistics
515,4983,1925,75.9,A-,Faculty of Languages and Linguistics
516,4984,1925,73.5,B+,Faculty of Languages and Linguistics
517,4986,1925,64.0,B-,Faculty of Languages and Linguistics
518,4987,1925,69.6,B+,Faculty of Languages and Linguistics
519,4989,1925,68.1,B,Faculty of Languages and Linguistics
520,4990,1925,71.7,B+,Faculty of Languages and Linguistics
521,4991,1925,78.3,A-,Faculty of Languages and Linguistics
522,4994,1925,68.3,B,Faculty of Languages and Linguistics
523,4996,1925,78.1,A-,Faculty of Languages and Linguistics
524,4997,1925,74.1,B+,Faculty of Languages and Linguistics
525,4998,1925,77.2,A-,Faculty of Languages and Linguistics
526,4999,1925,74.8,A-,Faculty of Languages and Linguistics
527,5000,1925,77.8,A-,Faculty of Languages and Linguistics
528,5001,1925,69.8,B+,Faculty of Languages and Linguistics
529,5011,1925,66.2,B,Faculty of Languages and Linguistics
530,5012,1925,71.8,B+,Faculty of Languages and Linguistics
531,5183,1925,80.0,A,Faculty of Languages and Linguistics
532,5186,1925,56.0,C+,Faculty of Languages and Linguistics
533,5189,1925,71.2,B+,Faculty of Languages and Linguistics
534,5190,1925,65.8,B,Faculty of Languages and Linguistics
535,5192,1925,70.2,B+,Faculty of Languages and Linguistics
536,5193,1925,68.4,B,Faculty of Languages and Linguistics
537,5195,1925,69.0,B,Faculty of Languages and Linguistics
538,5202,1925,80.6,A,Faculty of Languages and Linguistics
539,5203,1925,62.6,B-,Faculty of Languages and Linguistics
540,5205,1925,65.4,B,Faculty of Languages and Linguistics
541,5217,1925,62.6,B-,Faculty of Languages and Linguistics
542,5218,1925,62.0,B-,Faculty of Languages and Linguistics
543,5222,1925,70.7,B+,Faculty of Languages and Linguistics
544,5225,1925,69.6,B+,Faculty of Languages and Linguistics
545,5227,1925,65.8,B,Faculty of Languages and Linguistics
546,5229,1925,69.1,B,Faculty of Languages and Linguistics
547,5230,1925,74.0,B+,Faculty of Languages and Linguistics
548,5235,1925,71.6,B+,Faculty of Languages and Linguistics
549,5236,1925,71.3,B+,Faculty of Languages and Linguistics
550,5239,1925,73.3,B+,Faculty of Languages and Linguistics
551,5241,1925,74.6,A-,Faculty of Languages and Linguistics
552,5242,1925,68.8,B,Faculty of Languages and Linguistics
553,5244,1925,69.7,B+,Faculty of Languages and Linguistics
554,5246,1925,58.4,C+,Faculty of Languages and Linguistics
555,5247,1925,71.6,B+,Faculty of Languages and Linguistics
556,5250,1925,71.8,B+,Faculty of Languages and Linguistics
557,5256,1925,57.9,C+,Faculty of Languages and Linguistics
558,5257,1925,65.7,B,Faculty of Languages and Linguistics
559,5258,1925,59.9,B-,Faculty of Languages and Linguistics
560,5259,1925,72.1,B+,Faculty of Languages and Linguistics
561,5261,1925,71.8,B+,Faculty of Languages and Linguistics
562,5264,1925,75.4,A-,Faculty of Languages and Linguistics
563,5265,1925,73.2,B+,Faculty of Languages and Linguistics
564,5266,1925,72.0,B+,Faculty of Languages and Linguistics
565,5267,1925,70.9,B+,Faculty of Languages and Linguistics
566,5269,1925,72.7,B+,Faculty of Languages and Linguistics
567,5271,1925,76.5,A-,Faculty of Languages and Linguistics
568,5272,1925,67.7,B,Faculty of Languages and Linguistics
569,5273,1925,64.2,B-,Faculty of Languages and Linguistics
570,5274,1925,70.9,B+,Faculty of Languages and Linguistics
571,5278,1925,71.2,B+,Faculty of Languages and Linguistics
572,5279,1925,65.4,B,Faculty of Languages and Linguistics
573,5283,1925,56.4,C+,Faculty of Languages and Linguistics
574,5284,1925,59.6,B-,Faculty of Languages and Linguistics
575,5288,1925,67.4,B,Faculty of Languages and Linguistics
576,5289,1925,66.3,B,Faculty of Languages and Linguistics
577,5295,1925,73.8,B+,Faculty of Languages and Linguistics
578,5296,1925,68.6,B,Faculty of Languages and Linguistics
579,5298,1925,67.2,B,Faculty of Languages and Linguistics
580,5302,1925,71.0,B+,Faculty of Languages and Linguistics
581,5303,1925,80.2,A,Faculty of Languages and Linguistics
582,5304,1925,77.7,A-,Faculty of Languages and Linguistics
583,5307,1925,74.8,A-,Faculty of Languages and Linguistics
584,5308,1925,72.6,B+,Faculty of Languages and Linguistics
585,5312,1925,74.1,B+,Faculty of Languages and Linguistics
586,5314,1925,73.3,B+,Faculty of Languages and Linguistics
587,5316,1925,66.5,B,Faculty of Languages and Linguistics
588,5317,1925,54.1,C,Faculty of Languages and Linguistics
589,5324,1925,66.3,B,Faculty of Languages and Linguistics
590,5327,1925,72.3,B+,Faculty of Languages and Linguistics
591,5328,1925,72.8,B+,Faculty of Languages and Linguistics
592,5330,1925,64.5,B,Faculty of Languages and Linguistics
593,5331,1925,55.4,C+,Faculty of Languages and Linguistics
594,5334,1925,54.3,C,Faculty of Languages and Linguistics
595,5335,1925,66.6,B,Faculty of Languages and Linguistics
596,5336,1925,59.0,C+,Faculty of Languages and Linguistics
597,5337,1925,49.5,C,Faculty of Languages and Linguistics
598,5338,1925,56.5,C+,Faculty of Languages and Linguistics
599,5340,1925,49.6,C,Faculty of Languages and Linguistics
600,5341,1925,57.4,C+,Faculty of Languages and Linguistics
601,5431,1925,69.8,B+,Faculty of Languages and Linguistics
602,5432,1925,67.4,B,Faculty of Languages and Linguistics
603,5443,1925,63.6,B-,Faculty of Languages and Linguistics
604,5449,1925,71.3,B+,Faculty of Languages and Linguistics
605,5453,1925,72.3,B+,Faculty of Languages and Linguistics
606,5482,1925,66.3,B,Faculty of Languages and Linguistics
607,5493,1925,76.9,A-,Faculty of Languages and Linguistics
608,5495,1925,79.8,A,Faculty of Languages and Linguistics
609,5497,1925,70.0,B+,Faculty of Languages and Linguistics
610,5498,1925,80.6,A,Faculty of Languages and Linguistics
611,5506,1925,64.6,B,Faculty of Languages and Linguistics
612,5509,1925,72.7,B+,Faculty of Languages and Linguistics
613,5557,1925,60.1,B-,Faculty of Languages and Linguistics
614,5611,1925,72.5,B+,Faculty of Languages and Linguistics
615,5612,1925,71.6,B+,Faculty of Languages and Linguistics
616,5613,1925,64.4,B-,Faculty of Languages and Linguistics
617,5614,1925,61.2,B-,Faculty of Languages and Linguistics
618,5616,1925,55.7,C+,Faculty of Languages and Linguistics
619,5620,1925,70.9,B+,Faculty of Languages and Linguistics
620,5623,1925,61.3,B-,Faculty of Languages and Linguistics
621,5627,1925,72.0,B+,Faculty of Languages and Linguistics
622,5628,1925,66.1,B,Faculty of Languages and Linguistics
623,5629,1925,70.2,B+,Faculty of Languages and Linguistics
624,5631,1925,70.0,B+,Faculty of Languages and Linguistics
625,5633,1925,66.0,B,Faculty of Languages and Linguistics
626,5634,1925,71.3,B+,Faculty of Languages and Linguistics
627,5635,1925,65.7,B,Faculty of Languages and Linguistics
628,5639,1925,73.7,B+,Faculty of Languages and Linguistics
629,5640,1925,73.9,B+,Faculty of Languages and Linguistics
630,5641,1925,63.0,B-,Faculty of Languages and Linguistics
631,5663,1925,64.6,B,Faculty of Languages and Linguistics
632,5681,1925,63.6,B-,Faculty of Languages and Linguistics
633,5731,1925,66.4,B,Faculty of Languages and Linguistics
634,5735,1925,69.0,B,Faculty of Languages and Linguistics
635,5740,1925,77.4,A-,Faculty of Languages and Linguistics
636,5741,1925,73.6,B+,Faculty of Languages and Linguistics
637,5743,1925,73.9,B+,Faculty of Languages and Linguistics
638,5745,1925,64.8,B,Faculty of Languages and Linguistics
639,5749,1925,71.6,B+,Faculty of Languages and Linguistics
640,5750,1925,69.9,B+,Faculty of Languages and Linguistics
641,5751,1925,67.9,B,Faculty of Languages and Linguistics
642,5752,1925,65.8,B,Faculty of Languages and Linguistics
643,5753,1925,57.2,C+,Faculty of Languages and Linguistics
644,5755,1925,69.8,B+,Faculty of Languages and Linguistics
645,5756,1925,56.2,C+,Faculty of Languages and Linguistics
646,6444,1925,84.5,A,Faculty of Languages and Linguistics
647,7909,1925,76.5,A-,Faculty of Languages and Linguistics
648,7911,1925,62.8,B-,Faculty of Languages and Linguistics
649,7918,1925,61.8,B-,Faculty of Languages and Linguistics
650,7924,1925,60.0,B-,Faculty of Languages and Linguistics
651,7930,1925,70.3,B+,Faculty of Languages and Linguistics
652,7936,1925,57.9,C+,Faculty of Languages and Linguistics
653,7990,1925,70.1,B+,Faculty of Languages and Linguistics
654,7992,1925,74.3,B+,Faculty of Languages and Linguistics
655,7995,1925,61.2,B-,Faculty of Languages and Linguistics
656,8055,1925,58.5,C+,Faculty of Languages and Linguistics
657,8061,1925,64.8,B,Faculty of Languages and Linguistics
658,8182,1925,80.9,A,Faculty of Languages and Linguistics
659,8184,1925,70.4,B+,Faculty of Languages and Linguistics
660,8189,1925,67.6,B,Faculty of Languages and Linguistics
661,8194,1925,64.3,B-,Faculty of Languages and Linguistics
662,8197,1925,67.4,B,Faculty of Languages and Linguistics
663,8199,1925,71.4,B+,Faculty of Languages and Linguistics
664,8203,1925,65.1,B,Faculty of Languages and Linguistics
665,8207,1925,63.6,B-,Faculty of Languages and Linguistics
666,8212,1925,67.7,B,Faculty of Languages and Linguistics
