,userid,number_of_courses,average_marks,average_login,weekend_login,weekday_login,midnight_login,early_morning_login,late_morning_login,afternoon_login,evening_login,night_login,no_of_viewed_courses,no_of_attendance_taken,no_of_all_files_downloaded,no_of_assignments,no_of_forum_created,number_of_quizzes,no_of_quizzes_completed,no_of_quizzes_attempt
11715,15481.0,6.0,62.78333333333333,61.66666666666666,3.5,58.16666666666666,27.666666666666668,18.33333333333333,1.0,9.333333333333334,2.6666666666666665,2.6666666666666665,65.5,0.0,0.0,3.333333333333333,0.0,1.0,0.1666666666666666,7.833333333333333
11716,15482.0,6.0,69.3,11.0,0.3333333333333333,10.666666666666666,5.0,2.333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.0,23.666666666666668,0.0,0.0,1.5,0.0,0.0,0.0,0.0
11717,15484.0,8.0,70.85499999999999,11.0,1.0,10.0,4.0,2.5,1.125,2.875,0.125,0.375,38.875,1.0,0.0,1.5,0.0,1.75,1.0,4.5
11718,15486.0,1.0,83.0,5.0,2.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11719,15487.0,4.0,41.5,6.5,1.0,5.5,2.75,1.25,0.0,1.5,0.75,0.25,14.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0
11720,15488.0,7.0,76.11428571428571,27.857142857142858,7.571428571428571,20.285714285714285,10.571428571428571,4.285714285714286,3.0,7.571428571428571,0.8571428571428571,1.5714285714285714,65.28571428571429,0.0,1.4285714285714286,1.0,0.0,0.0,0.0,0.0
11721,15493.0,1.0,71.5,4.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11722,15494.0,2.0,71.0,9.5,7.0,2.5,5.0,1.5,2.0,1.0,0.0,0.0,40.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
11723,15496.0,4.0,57.5625,25.75,12.25,13.5,9.25,6.75,4.75,4.25,0.5,0.25,101.0,0.5,0.0,6.5,0.0,0.0,0.0,0.0
11724,15497.0,2.0,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11725,15498.0,3.0,30.8,15.333333333333334,4.333333333333333,11.0,4.666666666666667,4.333333333333333,2.6666666666666665,2.0,0.3333333333333333,1.3333333333333333,52.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0
11726,15499.0,4.0,58.6675,17.5,7.0,10.5,4.25,7.0,0.75,4.0,1.0,0.5,57.25,0.0,0.0,2.0,0.0,0.0,0.0,0.0
11727,15500.0,3.0,25.666666666666668,1.3333333333333333,0.0,1.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11728,15501.0,5.0,57.2,13.2,2.6,10.6,3.8,4.2,0.0,3.8,0.6,0.8,44.6,2.8,2.2,0.4,0.0,1.6,0.6,6.4
11729,15502.0,4.0,70.625,16.75,1.5,15.25,6.5,5.0,0.5,3.75,0.25,0.75,69.25,0.0,0.0,1.25,0.0,0.0,0.0,0.0
11730,15503.0,4.0,64.6625,10.5,2.0,8.5,2.5,4.25,0.25,3.0,0.25,0.25,23.0,0.25,0.0,0.25,0.0,0.5,0.25,6.25
11731,15506.0,2.0,37.5,7.5,5.0,2.5,3.0,1.5,0.0,1.0,1.0,1.0,29.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
11732,15507.0,3.0,80.60000000000001,6.0,3.333333333333333,2.6666666666666665,2.333333333333333,1.3333333333333333,0.3333333333333333,2.0,0.0,0.0,13.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11733,15516.0,7.0,76.38571428571427,26.714285714285715,3.2857142857142856,23.428571428571427,8.0,7.285714285714286,2.857142857142857,7.857142857142857,0.0,0.7142857142857143,167.14285714285714,0.0,1.1428571428571428,0.0,0.0,0.8571428571428571,0.1428571428571428,2.571428571428572
11734,15517.0,7.0,75.70000000000002,19.857142857142858,4.0,15.857142857142858,6.857142857142857,4.428571428571429,2.857142857142857,4.285714285714286,0.2857142857142857,1.1428571428571428,105.71428571428572,0.0,0.8571428571428571,0.1428571428571428,0.0,1.2857142857142858,0.2857142857142857,4.857142857142857
11735,15518.0,7.0,71.77142857142857,20.571428571428573,6.0,14.571428571428571,6.0,4.142857142857143,1.4285714285714286,7.0,0.7142857142857143,1.2857142857142858,61.142857142857146,0.0,0.4285714285714285,0.0,0.0,0.8571428571428571,0.1428571428571428,5.857142857142857
11736,15519.0,7.0,80.88571428571429,12.857142857142858,3.7142857142857135,9.142857142857142,3.7142857142857135,2.142857142857143,2.571428571428572,3.857142857142857,0.5714285714285714,0.0,33.57142857142857,0.0,0.1428571428571428,0.0,0.0,0.5714285714285714,0.4285714285714285,3.4285714285714284
11737,15520.0,4.0,73.0,15.0,5.0,10.0,2.75,4.0,1.75,4.75,1.75,0.0,47.5,0.0,0.0,0.75,0.0,0.0,0.0,0.0
11738,15522.0,4.0,67.3375,13.25,1.5,11.75,2.0,2.0,2.5,4.5,1.75,0.5,82.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11739,15523.0,2.0,69.81,5.5,0.5,5.0,0.5,1.0,1.0,3.0,0.0,0.0,49.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11740,15524.0,4.0,80.67500000000001,8.0,1.25,6.75,4.0,1.75,0.5,0.25,0.0,1.5,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11741,15525.0,4.0,71.685,35.25,6.0,29.25,15.5,10.75,7.0,2.0,0.0,0.0,83.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0
11742,15526.0,4.0,83.145,5.25,1.75,3.5,2.25,0.0,0.75,1.75,0.0,0.5,180.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11743,15527.0,4.0,64.7875,11.5,1.75,9.75,1.5,1.75,2.75,4.5,0.5,0.5,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11744,15528.0,5.0,65.05,33.4,10.0,23.4,8.0,7.2,6.8,9.4,0.6,1.4,256.2,0.0,8.0,8.0,0.4,0.0,0.0,0.0
11745,15529.0,5.0,85.95,32.4,5.4,27.0,13.4,8.6,2.4,5.2,1.2,1.6,286.6,0.0,0.0,3.6,1.4,0.0,0.0,0.0
11746,15530.0,5.0,67.6,46.2,17.2,29.0,11.8,9.6,7.4,16.0,0.6,0.8,371.4,0.0,0.2,4.0,1.0,0.0,0.0,0.0
11747,15531.0,4.0,80.125,25.0,4.75,20.25,6.5,6.5,1.0,8.25,2.75,0.0,160.75,0.0,0.75,6.0,0.75,0.0,0.0,0.0
11748,15532.0,2.0,85.75,22.5,5.0,17.5,6.0,6.5,3.5,6.5,0.0,0.0,371.0,0.0,0.0,3.0,0.0,8.0,1.0,1.0
11749,15533.0,2.0,59.1,24.5,4.5,20.0,10.0,6.0,1.5,4.0,2.0,1.0,114.0,0.0,0.0,3.0,0.0,4.0,1.0,1.0
11750,15534.0,2.0,81.8,14.0,2.5,11.5,5.5,3.5,0.0,4.5,0.0,0.5,58.0,0.0,0.0,3.5,0.0,3.5,1.0,1.0
11751,15536.0,3.0,77.6,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,3.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11752,15541.0,3.0,69.39999999999999,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
11753,15542.0,3.0,66.76666666666667,2.6666666666666665,0.6666666666666666,2.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.3333333333333333,0.3333333333333333,10.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11754,15545.0,3.0,69.96666666666667,1.6666666666666667,0.0,1.6666666666666667,1.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11755,15547.0,4.0,75.69999999999999,24.0,3.0,21.0,8.25,8.0,2.25,5.0,0.5,0.0,103.25,0.0,0.0,1.5,0.0,0.0,0.0,0.0
11756,15548.0,4.0,78.46000000000001,58.0,9.75,48.25,15.0,15.5,7.0,18.0,1.75,0.75,262.0,0.0,0.25,1.5,1.5,0.0,0.0,0.0
11757,15549.0,8.0,62.8975,15.625,3.125,12.5,4.875,3.75,1.125,3.75,0.125,2.0,98.875,0.0,0.5,1.125,1.0,3.0,0.5,8.375
11758,15550.0,6.0,66.96166666666666,12.833333333333334,1.5,11.333333333333334,4.833333333333333,4.166666666666667,1.0,2.333333333333333,0.1666666666666666,0.3333333333333333,69.16666666666667,0.0,0.0,0.8333333333333334,1.5,0.3333333333333333,0.1666666666666666,1.5
11759,15551.0,6.0,65.43666666666667,11.833333333333334,2.5,9.333333333333334,3.6666666666666665,3.1666666666666665,1.6666666666666667,3.1666666666666665,0.1666666666666666,0.0,70.16666666666667,0.0,0.0,0.5,2.333333333333333,1.1666666666666667,0.1666666666666666,2.333333333333333
11760,15552.0,5.0,67.22,15.0,4.8,10.2,4.4,5.0,1.0,3.4,0.0,1.2,66.2,0.0,0.4,0.6,1.8,0.4,0.2,1.8
11761,15553.0,7.0,60.96857142857143,27.142857142857142,6.142857142857143,21.0,6.857142857142857,5.428571428571429,4.857142857142857,7.571428571428571,1.5714285714285714,0.8571428571428571,112.0,0.0,1.1428571428571428,0.8571428571428571,2.142857142857143,1.2857142857142858,0.1428571428571428,1.8571428571428568
11762,15554.0,7.0,71.03857142857143,13.571428571428571,2.2857142857142856,11.285714285714286,3.571428571428572,2.7142857142857144,2.571428571428572,3.0,0.0,1.7142857142857142,49.85714285714285,0.0,0.0,1.1428571428571428,2.0,0.8571428571428571,0.1428571428571428,1.2857142857142858
11763,15555.0,4.0,61.605,12.0,3.25,8.75,4.0,3.25,1.5,2.5,0.25,0.5,66.25,0.0,0.0,0.75,2.75,0.5,0.25,2.75
