,userid,number_of_courses,total_marks
7677,10453,7.0,456.7
7678,10454,6.0,404.3
7679,10455,7.0,455.5
7680,10456,7.0,442.15
7681,10457,7.0,406.3
7682,10458,4.0,81.9
7683,10459,3.0,227.7
7684,10461,2.0,142.03
7685,10465,1.0,78.8
7686,10467,4.0,158.3
7687,10468,1.0,0.0
7688,10469,2.0,117.75
7689,10470,4.0,214.5
7690,10471,3.0,135.6
7691,10472,4.0,221.5
7692,10473,2.0,148.60000000000002
7693,10474,1.0,69.7
7694,10475,2.0,137.97
7695,10476,4.0,213.3
7696,10477,1.0,79.5
7697,10479,3.0,145.7
7698,10480,2.0,140.55
7699,10481,3.0,149.7
7700,10482,4.0,218.55
7701,10483,5.0,285.53
7702,10485,1.0,74.5
7703,10486,3.0,152.3
7704,10491,4.0,3.1
7705,10495,2.0,155.45999999999998
7706,10498,3.0,181.65
7707,10499,2.0,72.5
7708,10500,2.0,154.75
7709,10501,4.0,231.35
7710,10508,3.0,151.1
7711,10509,3.0,144.6
7712,10510,2.0,155.4
7713,10512,3.0,136.65
7714,10513,3.0,224.5
7715,10517,1.0,68.0
7716,10518,3.0,163.0
7717,10520,2.0,108.82
7718,10521,1.0,75.0
7719,10522,1.0,65.3
7720,10523,3.0,229.0
7721,10525,2.0,130.55
7722,10526,3.0,210.2
7723,10527,3.0,225.0
7724,10528,2.0,109.2
7725,10530,2.0,130.1
7726,10531,3.0,142.1
7727,10532,5.0,301.0
7728,10533,3.0,148.3
7729,10534,2.0,13.2
7730,10535,2.0,158.55
7731,10536,3.0,240.55
7732,10537,3.0,230.0
7733,10538,2.0,129.89999999999998
7734,10539,4.0,218.5
7735,10540,2.0,150.0
7736,10541,2.0,143.5
7737,10543,2.0,153.5
7738,10544,3.0,160.10000000000002
7739,10545,3.0,143.75
7740,10547,2.0,135.0
7741,10548,3.0,136.5
7742,10549,3.0,137.8
7743,10552,2.0,130.7
7744,10553,3.0,148.5
7745,10554,2.0,118.85
7746,10555,1.0,0.0
7747,10556,1.0,49.5
7748,10557,2.0,130.4
7749,10558,1.0,54.0
7750,10559,4.0,235.0
7751,10560,2.0,65.0
7752,10561,3.0,127.5
7753,10563,3.0,215.25
7754,10564,5.0,310.4
7755,10565,3.0,244.9
7756,10566,1.0,0.0
7757,10567,2.0,153.8
7758,10568,3.0,205.8
7759,10569,3.0,199.1
7760,10570,3.0,202.4
7761,10571,2.0,138.0
7762,10572,1.0,44.5
7763,10573,2.0,115.8
7764,10574,3.0,247.0
7765,10577,4.0,325.0
7766,10578,4.0,239.0
7767,10579,4.0,307.0
7768,10580,4.0,352.0
7769,10581,4.0,315.0
7770,10582,2.0,163.0
7771,10583,4.0,328.0
7772,10584,3.0,154.0
7773,10585,3.0,174.0
7774,10586,4.0,325.0
7775,10587,3.0,176.0
7776,10588,4.0,332.0
7777,10589,4.0,323.0
7778,10590,4.0,339.0
7779,10591,4.0,327.0
7780,10592,4.0,355.0
7781,10593,4.0,316.0
7782,10594,7.0,375.0
7783,10595,3.0,149.0
7784,10601,2.0,131.0
7785,10608,2.0,171.0
7786,10610,2.0,143.0
7787,10613,3.0,140.0
7788,10614,5.0,205.0
7789,10615,2.0,162.0
7790,10616,3.0,158.0
7791,10617,2.0,147.0
7792,10618,3.0,248.0
7793,10619,1.0,85.0
7794,10620,3.0,216.0
7795,10621,1.0,71.0
7796,10622,4.0,317.0
7797,10623,2.0,60.0
7798,10625,3.0,169.0
7799,10627,4.0,229.0
7800,10628,1.0,80.0
7801,10629,4.0,310.0
7802,10630,4.0,223.0
7803,10631,3.0,231.0
7804,10632,3.0,270.0
7805,10633,4.0,305.0
7806,10634,3.0,226.0
7807,10635,6.0,434.0
7808,10637,3.0,245.0
7809,10638,3.0,230.0
7810,10639,3.0,219.0
7811,10640,3.0,231.0
7812,10641,2.0,161.0
7813,10642,2.0,155.0
7814,10643,1.0,65.0
7815,10646,4.0,307.0
7816,10647,3.0,256.0
7817,10648,4.0,316.0
7818,10649,1.0,81.0
7819,10651,3.0,171.0
7820,10653,1.0,73.0
7821,10655,3.0,246.0
7822,10656,3.0,252.0
7823,10659,1.0,91.0
7824,10660,1.0,77.0
7825,10661,3.0,166.0
7826,10662,4.0,303.0
7827,10664,5.0,386.0
7828,10666,2.0,175.0
7829,10667,3.0,245.0
7830,10668,1.0,72.0
7831,10669,4.0,329.0
7832,10672,1.0,72.0
7833,10673,1.0,65.0
7834,10674,4.0,334.0
7835,10675,1.0,65.0
7836,10676,5.0,423.0
7837,10677,6.0,476.5
7838,10678,6.0,468.0
7839,10679,7.0,522.2
7840,10680,7.0,570.0
7841,10681,7.0,566.0
7842,10682,6.0,501.0
7843,10683,7.0,554.7
7844,10684,7.0,515.8
7845,10685,8.0,660.9
7846,10686,6.0,476.0
7847,10687,6.0,464.7
7848,10688,7.0,546.5
7849,10689,6.0,483.0
7850,10690,7.0,557.3
7851,10691,8.0,643.7
7852,10692,8.0,664.75
7853,10693,6.0,486.0
7854,10694,6.0,469.5
7855,10695,7.0,518.0
7856,10698,6.0,510.99
7857,10699,6.0,449.65
7858,10700,6.0,530.99
7859,10701,6.0,464.39
7860,10702,6.0,468.99
7861,10703,6.0,528.99
7862,10704,6.0,494.99
7863,10705,6.0,494.87
7864,10706,6.0,406.0
7865,10707,6.0,477.06
7866,10708,6.0,514.99
7867,10709,6.0,488.73
7868,10710,6.0,482.26
7869,10711,6.0,505.33
7870,10712,8.0,549.89
7871,10713,6.0,461.67
7872,10714,6.0,502.06
7873,10715,6.0,449.26
7874,10716,7.0,557.06
7875,10717,6.0,493.32
7876,10718,2.0,181.0
7877,10719,7.0,553.46
7878,10720,6.0,468.06
7879,10722,6.0,439.5
7880,10723,6.0,430.95
7881,10724,7.0,439.63
7882,10725,6.0,430.55
7883,10726,6.0,394.05
7884,10727,6.0,428.75
7885,10728,6.0,422.85
7886,10729,6.0,449.7
7887,10730,6.0,408.0
7888,10731,6.0,438.0
7889,10732,6.0,445.8
7890,10733,6.0,411.25
7891,10734,6.0,412.75
7892,10735,7.0,459.6
7893,10736,6.0,442.75
7894,10737,7.0,539.95
7895,10738,7.0,490.57
7896,10739,7.0,462.8
7897,10740,6.0,429.25
7898,10741,6.0,424.75
7899,10742,6.0,432.6
7900,10743,7.0,493.42
7901,10744,6.0,472.4
7902,10745,6.0,419.25
7903,10746,6.0,456.85
7904,10747,7.0,499.1
7905,10748,6.0,443.5
7906,10749,6.0,389.2
7907,10750,6.0,448.6
7908,10751,7.0,493.1
7909,10752,6.0,475.65
7910,10753,6.0,452.75
7911,10754,7.0,442.9
7912,10755,6.0,451.35
7913,10756,6.0,413.5
7914,10757,6.0,403.35
7915,10758,7.0,478.22
7916,10759,7.0,510.5
7917,10761,6.0,444.0
7918,10762,6.0,411.6
7919,10763,6.0,414.0
7920,10764,6.0,413.3
7921,10767,7.0,550.65
7922,10768,7.0,549.35
7923,10769,7.0,548.35
7924,10770,7.0,580.75
7925,10771,7.0,557.0
7926,10772,7.0,540.4
7927,10773,7.0,512.4
7928,10774,7.0,534.25
7929,10775,7.0,540.5
7930,10776,7.0,559.8
7931,10777,7.0,571.45
7932,10778,7.0,585.02
7933,10779,7.0,577.9
7934,10780,7.0,549.45
7935,10781,7.0,542.25
7936,10782,7.0,519.75
7937,10783,7.0,546.35
7938,10784,7.0,575.25
7939,10785,7.0,508.4
7940,10786,7.0,547.85
7941,10790,2.0,148.0
7942,10791,2.0,156.0
7943,10792,2.0,156.0
7944,10793,2.0,178.0
7945,10795,2.0,165.0
7946,10798,2.0,148.0
7947,10799,2.0,186.0
7948,10800,2.0,135.0
7949,10801,2.0,171.0
7950,10802,2.0,175.0
7951,10804,2.0,142.0
7952,10805,3.0,252.0
7953,10806,2.0,164.0
7954,10807,4.0,304.0
7955,10808,5.0,312.0
7956,10809,4.0,243.0
7957,10810,3.0,230.0
7958,10811,6.0,397.0
7959,10812,4.0,242.0
7960,10813,3.0,231.0
7961,10814,2.0,171.0
7962,10815,4.0,238.0
7963,10816,3.0,236.0
7964,10817,2.0,165.0
7965,10818,2.0,148.0
7966,10819,6.0,467.0
7967,10820,3.0,244.0
7968,10821,5.0,279.0
7969,10822,2.0,146.0
7970,10824,3.0,266.0
7971,10825,4.0,314.0
7972,10826,6.0,481.0
7973,10827,4.0,325.0
7974,10828,6.0,388.0
7975,10829,6.0,383.0
7976,10830,2.0,149.0
7977,10831,3.0,239.0
7978,10833,3.0,233.0
7979,10834,2.0,159.0
7980,10835,4.0,316.0
7981,10836,2.0,155.0
7982,10837,3.0,258.0
7983,10838,6.0,510.0
7984,10839,5.0,413.0
7985,10840,5.0,386.0
7986,10841,4.0,290.0
7987,10842,4.0,295.0
7988,10843,2.0,155.0
7989,10844,2.0,158.0
7990,10845,3.0,233.0
7991,10846,1.0,85.0
7992,10847,1.0,84.0
7993,10848,6.0,463.85
7994,10849,6.0,436.4
7995,10850,6.0,348.0
7996,10851,6.0,483.9
7997,10852,6.0,483.0
7998,10853,7.0,521.0
7999,10854,7.0,619.0
8000,10855,7.0,572.85
8001,10856,6.0,429.3
8002,10857,6.0,454.4
8003,10858,1.0,86.0
8004,10859,3.0,222.0
8005,10860,1.0,76.0
8006,10861,2.0,148.0
8007,10862,3.0,205.0
8008,10864,2.0,174.0
8009,10866,4.0,256.0
8010,10867,2.0,167.0
8011,10868,3.0,239.0
8012,10869,3.0,216.0
8013,10870,2.0,145.0
8014,10871,3.0,181.0
8015,10872,2.0,146.0
8016,10873,3.0,169.0
8017,10874,3.0,172.0
8018,10875,2.0,154.0
8019,10876,2.0,170.0
8020,10877,1.0,75.0
8021,10878,1.0,76.0
8022,10879,3.0,225.0
8023,10880,2.0,162.0
8024,10881,2.0,168.0
8025,10882,2.0,178.0
8026,10883,2.0,177.0
8027,10885,2.0,176.0
8028,10887,1.0,86.0
8029,10890,3.0,162.0
8030,10892,1.0,77.0
8031,10895,2.0,138.0
8032,10896,2.0,149.0
8033,10900,1.0,90.0
8034,10901,6.0,508.21
8035,10902,7.0,476.45
8036,10903,7.0,523.45
8037,10904,7.0,498.95
8038,10905,7.0,508.2
8039,10906,7.0,531.4
8040,10907,7.0,496.0
8041,10908,7.0,547.05
8042,10909,7.0,539.25
8043,10910,7.0,515.7
8044,10911,7.0,499.7
8045,10912,7.0,553.25
8046,10913,7.0,501.35
8047,10914,7.0,527.9
8048,10915,7.0,575.95
8049,10916,7.0,500.55
8050,10917,7.0,529.1
8051,10918,7.0,496.4
8052,10919,7.0,505.55
8053,10920,7.0,538.9
8054,10921,7.0,584.85
8055,10922,7.0,580.45
8056,10923,7.0,543.15
8057,10924,7.0,557.0
8058,10925,7.0,546.2
8059,10926,7.0,542.15
8060,10927,7.0,438.65
8061,10928,7.0,459.25
8062,10941,1.0,77.0
8063,10943,1.0,76.0
8064,10946,2.0,172.0
8065,10955,3.0,251.0
8066,10956,4.0,312.0
8067,10957,3.0,236.5
8068,10958,3.0,221.0
8069,10959,3.0,221.0
8070,10960,3.0,238.0
8071,10961,3.0,240.0
8072,10962,3.0,242.0
8073,10963,3.0,225.0
8074,10964,3.0,231.0
8075,10965,3.0,238.0
8076,10966,3.0,221.0
8077,10967,5.0,384.0
8078,10968,3.0,239.0
8079,10969,3.0,237.0
8080,10970,3.0,259.0
8081,10971,3.0,259.0
8082,10972,3.0,234.0
8083,10973,3.0,230.0
8084,10974,3.0,231.0
8085,10975,3.0,244.0
8086,10976,3.0,243.0
8087,10977,3.0,246.0
8088,10978,3.0,241.0
8089,10979,3.0,231.0
8090,10980,3.0,236.0
8091,10981,3.0,238.5
8092,10982,3.0,239.0
8093,10984,6.0,482.0
8094,10985,2.0,80.0
8095,10986,7.0,523.25
8096,10987,7.0,524.0
8097,10988,7.0,490.3
8098,10989,7.0,541.65
8099,10990,7.0,526.65
8100,10991,7.0,489.25
8101,10992,7.0,535.2
8102,10993,7.0,532.0
8103,10994,7.0,490.25
8104,10995,7.0,557.15
8105,10996,7.0,517.0
8106,10997,7.0,550.4
8107,10998,7.0,491.65
8108,10999,7.0,506.0
8109,11000,7.0,524.6
8110,11001,7.0,516.75
8111,11002,7.0,531.25
8112,11003,7.0,560.85
8113,11004,7.0,516.5
8114,11005,7.0,560.85
8115,11006,7.0,533.5
8116,11007,7.0,532.85
8117,11008,7.0,493.45
8118,11009,7.0,543.75
8119,11010,7.0,553.95
8120,11011,7.0,537.5
8121,11012,7.0,554.75
8122,11013,7.0,527.15
8123,11014,7.0,558.0
8124,11015,7.0,530.3
8125,11016,7.0,544.75
8126,11017,7.0,527.75
8127,11018,7.0,527.25
8128,11019,7.0,523.15
8129,11020,7.0,0.0
8130,11021,7.0,509.1
8131,11022,7.0,545.3
8132,11023,7.0,538.3
8133,11024,7.0,545.5
8134,11025,7.0,562.5
8135,11026,7.0,526.6
8136,11027,7.0,533.6
8137,11028,7.0,534.6
8138,11029,7.0,523.94
8139,11030,7.0,523.1
8140,11031,7.0,527.3
8141,11032,7.0,534.26
8142,11033,6.0,441.0
8143,11034,7.0,508.9
8144,11035,7.0,542.4
8145,11036,7.0,572.9
8146,11037,8.0,620.5
8147,11038,8.0,638.8
8148,11039,7.0,556.6800000000001
8149,11040,7.0,519.2
8150,11041,7.0,530.8
8151,11042,7.0,512.7
8152,11044,7.0,506.8
8153,11045,7.0,536.5
8154,11046,7.0,512.3
8155,11047,7.0,505.8
8156,11048,7.0,529.0
8157,11049,7.0,541.52
8158,11050,7.0,496.2
8159,11051,7.0,525.2
8160,11052,8.0,590.8
8161,11053,7.0,485.1
8162,11054,6.0,470.0
8163,11055,6.0,413.0
8164,11056,1.0,88.0
8165,11057,1.0,75.0
8166,11058,1.0,90.0
8167,11059,1.0,92.0
8168,11061,1.0,85.0
8169,11063,1.0,85.0
8170,11064,1.0,90.0
8171,11065,7.0,532.0
8172,11066,2.0,105.0
8173,11067,1.0,86.0
8174,11068,1.0,78.0
8175,11069,4.0,156.0
8176,11070,1.0,78.0
8177,11072,1.0,90.0
8178,11075,1.0,75.0
8179,11076,1.0,88.0
8180,11079,1.0,77.0
8181,11082,1.0,86.0
8182,11083,1.0,88.0
8183,11084,1.0,85.0
8184,11085,1.0,87.0
8185,11086,1.0,87.0
8186,11087,1.0,78.0
8187,11088,1.0,87.0
8188,11090,1.0,66.0
8189,11091,8.0,645.99
8190,11092,2.0,169.0
8191,11093,3.0,254.0
8192,11095,2.0,160.0
8193,11096,2.0,173.0
8194,11098,1.0,10.0
8195,11106,1.0,0.0
8196,11107,1.0,0.0
8197,11108,1.0,0.0
8198,11112,2.0,182.0
8199,11113,3.0,242.0
8200,11114,3.0,257.0
8201,11115,2.0,86.0
8202,11116,2.0,152.0
8203,11118,1.0,75.0
8204,11120,3.0,262.0
8205,11121,2.0,174.0
8206,11123,2.0,158.0
8207,11124,2.0,159.0
8208,11125,1.0,0.0
8209,11126,2.0,170.0
8210,11127,2.0,160.0
8211,11130,2.0,156.0
8212,11131,2.0,147.0
8213,11132,2.0,155.0
8214,11133,1.0,19.0
8215,11137,1.0,81.0
8216,11139,2.0,157.0
8217,11140,2.0,158.0
8218,11142,5.0,396.0
8219,11143,5.0,400.0
8220,11145,2.0,161.0
8221,11146,2.0,83.0
8222,11147,3.0,240.0
8223,11149,3.0,164.0
8224,11152,2.0,151.0
8225,11153,2.0,151.0
8226,11154,2.0,169.0
8227,11156,2.0,160.0
8228,11157,2.0,167.0
8229,11158,2.0,161.0
8230,11159,2.0,153.0
8231,11160,1.0,75.0
8232,11162,2.0,144.0
8233,11166,2.0,161.0
8234,11167,2.0,160.0
8235,11169,2.0,169.0
8236,11170,2.0,166.0
8237,11171,1.0,0.0
8238,11172,2.0,173.0
8239,11177,3.0,166.0
8240,11179,1.0,80.0
8241,11180,2.0,147.0
8242,11182,1.0,85.0
8243,11184,2.0,178.0
8244,11185,1.0,0.0
8245,11186,2.0,148.0
8246,11187,2.0,181.0
8247,11193,1.0,91.0
8248,11196,1.0,83.0
8249,11197,1.0,89.0
8250,11198,1.0,68.0
8251,11199,1.0,77.0
8252,11202,3.0,253.0
8253,11204,3.0,15.0
8254,11206,2.0,147.0
8255,11207,3.0,247.0
8256,11208,2.0,161.0
8257,11210,1.0,80.0
8258,11211,3.0,216.0
8259,11212,2.0,0.0
8260,11213,2.0,73.0
8261,11214,3.0,229.0
8262,11215,2.0,163.0
8263,11216,2.0,165.0
8264,11218,3.0,232.0
8265,11220,4.0,322.0
8266,11221,4.0,294.0
8267,11222,3.0,148.0
8268,11223,4.0,326.0
8269,11224,4.0,312.0
8270,11225,5.0,392.0
8271,11226,4.0,331.0
8272,11228,4.0,319.0
8273,11229,4.0,323.0
8274,11230,4.0,316.0
8275,11231,4.0,315.0
8276,11232,4.0,313.0
8277,11233,4.0,330.0
8278,11234,4.0,301.0
8279,11235,4.0,221.0
8280,11237,3.0,254.0
8281,11238,3.0,142.0
8282,11239,3.0,216.0
8283,11240,3.0,222.0
8284,11241,3.0,254.0
8285,11243,3.0,156.0
8286,11244,2.0,161.0
8287,11246,4.0,312.0
8288,11247,4.0,358.0
8289,11248,2.0,167.0
8290,11249,4.0,323.0
8291,11250,4.0,341.0
8292,11251,4.0,314.0
8293,11252,3.0,258.0
8294,11253,3.0,249.0
8295,11254,3.0,224.0
8296,11255,1.0,85.0
8297,11256,3.0,253.0
8298,11257,3.0,243.0
8299,11260,3.0,243.0
8300,11261,3.0,247.0
8301,11262,3.0,256.0
8302,11265,3.0,241.0
8303,11266,5.0,326.0
8304,11267,4.0,253.0
8305,11270,2.0,161.0
8306,11274,1.0,68.0
8307,11276,2.0,153.0
8308,11279,4.0,296.0
8309,11288,1.0,0.0
8310,11290,2.0,0.0
8311,11292,2.0,0.0
8312,11294,1.0,0.0
8313,11295,1.0,0.0
8314,11296,2.0,0.0
8315,11301,3.0,0.0
8316,11302,1.0,0.0
8317,11303,1.0,0.0
8318,11305,3.0,0.0
8319,11309,1.0,84.0
8320,11312,8.0,572.39
8321,11313,8.0,620.55
8322,11314,8.0,651.74
8323,11315,8.0,543.8
8324,11316,8.0,551.82
8325,11317,8.0,561.55
8326,11318,8.0,686.8
8327,11319,8.0,667.3
8328,11320,8.0,508.78
8329,11321,7.0,470.35
8330,11322,8.0,532.4
8331,11323,8.0,634.9
8332,11324,8.0,667.4
8333,11325,8.0,537.75
8334,11326,8.0,562.3
8335,11327,8.0,556.94
8336,11328,8.0,662.09
8337,11329,7.0,516.16
8338,11330,6.0,474.84
8339,11331,7.0,580.39
8340,11332,7.0,588.4100000000001
8341,11333,7.0,592.98
8342,11334,8.0,561.4
8343,11335,9.0,666.46
8344,11336,8.0,544.09
8345,11337,7.0,508.75
8346,11338,9.0,643.3
8347,11339,6.0,453.25
8348,11340,8.0,657.5
8349,11341,10.0,739.08
8350,11342,9.0,667.0999999999999
8351,11343,9.0,739.3
8352,11344,9.0,711.45
8353,11345,9.0,745.3199999999999
8354,11346,9.0,691.93
8355,11347,9.0,590.9100000000001
8356,11348,9.0,688.0
8357,11349,9.0,743.61
8358,11350,9.0,610.9000000000001
8359,11351,9.0,710.8
8360,11352,9.0,627.55
8361,11353,9.0,650.08
8362,11354,9.0,711.56
8363,11355,9.0,698.75
8364,11358,3.0,262.33
8365,11359,2.0,52.67
8366,11360,2.0,174.32999999999998
8367,11361,2.0,163.67000000000002
8368,11362,2.0,161.67000000000002
8369,11363,2.0,170.32999999999998
8370,11365,2.0,164.0
8371,11369,3.0,263.36
8372,11373,5.0,335.0
8373,11374,5.0,360.2
8374,11375,6.0,439.0
8375,11376,5.0,341.0
8376,11377,7.0,432.6
8377,11378,7.0,448.1
8378,11379,6.0,399.0
8379,11380,8.0,646.0
8380,11381,6.0,400.5
8381,11382,7.0,551.0
8382,11383,7.0,490.92
8383,11384,6.0,493.0
8384,11385,7.0,524.0
8385,11386,6.0,319.0
8386,11387,7.0,608.0
8387,11388,7.0,524.6
8388,11389,7.0,589.0
8389,11390,8.0,607.7
8390,11391,7.0,405.2
8391,11392,6.0,480.0
8392,11393,3.0,138.0
8393,11394,6.0,396.0
8394,11398,6.0,0.0
8395,11399,7.0,475.9
8396,11401,1.0,87.7
8397,11402,1.0,94.6
8398,11403,3.0,219.5
8399,11404,7.0,421.5
8400,11405,1.0,81.8
8401,11407,1.0,83.0
8402,11409,1.0,81.0
8403,11410,7.0,526.79
8404,11411,1.0,78.0
8405,11413,8.0,599.7
8406,11414,5.0,308.3
8407,11415,7.0,576.33
8408,11423,8.0,573.0
8409,11424,5.0,342.5
8410,11425,6.0,470.75
8411,11426,4.0,305.4
8412,11427,4.0,312.6
8413,11428,6.0,471.97
8414,11429,6.0,455.7
8415,11430,8.0,582.4
8416,11431,6.0,477.9
8417,11432,6.0,463.65
8418,11433,9.0,703.8
8419,11434,7.0,459.9
8420,11435,7.0,553.55
8421,11436,4.0,346.03
8422,11437,7.0,541.38
8423,11438,7.0,545.6800000000001
8424,11439,8.0,662.65
8425,11441,7.0,507.8
8426,11442,1.0,86.0
8427,11443,5.0,370.7
8428,11446,8.0,527.73
8429,11447,2.0,137.0
8430,11448,8.0,553.95
8431,11449,8.0,641.55
8432,11450,9.0,736.0999999999999
8433,11451,9.0,739.7
8434,11452,8.0,635.7
8435,11453,9.0,792.95
8436,11455,9.0,806.13
8437,11456,9.0,760.3
8438,11457,8.0,546.45
8439,11458,8.0,598.55
8440,11461,9.0,621.1
8441,11462,8.0,453.2000000000001
8442,11463,8.0,625.1999999999999
8443,11464,8.0,539.5
8444,11465,9.0,725.85
8445,11467,6.0,404.73
8446,11468,4.0,280.0
8447,11469,6.0,467.4
8448,11470,7.0,487.43
8449,11471,6.0,540.48
8450,11472,6.0,472.03
8451,11473,6.0,479.11
8452,11474,6.0,549.87
8453,11475,6.0,546.03
8454,11476,6.0,489.9
8455,11478,6.0,393.22
8456,11479,2.0,171.5
8457,11480,5.0,364.25
8458,11481,5.0,311.88
8459,11482,5.0,305.4
8460,11483,6.0,489.06
8461,11484,6.0,431.2
8462,11485,5.0,312.5
8463,11486,5.0,400.0
8464,11487,7.0,502.05
8465,11488,6.0,441.5
8466,11489,5.0,323.94
8467,11490,7.0,465.8
8468,11491,7.0,490.53
8469,11492,7.0,582.5
8470,11493,8.0,660.0
8471,11494,8.0,661.93
8472,11495,6.0,388.2000000000001
8473,11496,6.0,475.7
8474,11497,6.0,487.7
8475,11498,7.0,584.4
8476,11499,7.0,505.8
8477,11500,7.0,473.92
8478,11501,7.0,447.18
8479,11502,6.0,405.37
8480,11503,6.0,406.41
8481,11504,8.0,671.71
8482,11505,7.0,488.68
8483,11506,6.0,558.1
8484,11507,6.0,414.0
8485,11508,7.0,528.75
8486,11509,3.0,271.69
8487,11510,5.0,413.6
8488,11511,1.0,85.5
8489,11512,1.0,88.2
8490,11513,1.0,93.6
8491,11514,1.0,90.6
8492,11515,1.0,88.1
8493,11516,1.0,91.1
8494,11517,6.0,405.0
8495,11518,4.0,242.0
8496,11519,6.0,418.24
8497,11520,5.0,300.16
8498,11521,6.0,399.22
8499,11522,5.0,278.20000000000005
8500,11523,6.0,473.1
8501,11524,6.0,313.33
8502,11525,6.0,482.19
8503,11526,7.0,497.25
8504,11527,6.0,400.44
8505,11528,4.0,52.8
8506,11529,6.0,451.0
8507,11530,3.0,250.46
8508,11531,4.0,253.57
8509,11532,6.0,451.66
8510,11533,7.0,595.11
8511,11534,7.0,483.0
8512,11535,6.0,489.1
8513,11536,5.0,399.3
8514,11537,6.0,411.97
8515,11538,6.0,470.32
8516,11539,6.0,462.9
8517,11540,5.0,350.34000000000003
8518,11541,6.0,372.2
8519,11542,6.0,491.2000000000001
8520,11543,6.0,387.27
8521,11544,5.0,407.47
8522,11545,6.0,464.8
8523,11546,6.0,441.12
8524,11547,6.0,349.2
8525,11548,5.0,381.7
8526,11549,8.0,672.5
8527,11550,8.0,585.24
8528,11551,8.0,582.29
8529,11552,7.0,488.75
8530,11553,7.0,611.23
8531,11554,2.0,173.9
8532,11555,3.0,242.97
8533,11556,4.0,265.46
8534,11558,6.0,429.5
8535,11559,6.0,414.46
8536,11560,5.0,365.02
8537,11561,7.0,369.64
8538,11562,8.0,577.2
8539,11563,7.0,514.33
8540,11564,7.0,478.07
8541,11565,8.0,613.43
8542,11566,8.0,661.41
8543,11567,8.0,611.6800000000001
8544,11574,6.0,468.43
8545,11575,4.0,302.88
8546,11576,4.0,319.88
8547,11577,4.0,327.86
8548,11578,8.0,612.1
8549,11579,8.0,586.01
8550,11580,7.0,553.0
8551,11581,8.0,631.59
8552,11582,8.0,634.71
8553,11583,8.0,636.75
8554,11584,8.0,609.3199999999999
8555,11585,8.0,610.03
8556,11586,8.0,614.35
8557,11587,8.0,544.72
8558,11588,8.0,625.6999999999999
8559,11589,5.0,370.74
8560,11590,3.0,257.62
8561,11591,1.0,71.6
8562,11592,2.0,159.2
8563,11593,5.0,382.03
8564,11594,5.0,344.73
8565,11595,6.0,468.54
8566,11596,6.0,461.67
8567,11597,6.0,416.71
8568,11598,5.0,341.03
8569,11599,3.0,233.92
8570,11600,4.0,319.74
8571,11601,5.0,357.81
8572,11602,6.0,422.47
8573,11603,4.0,298.18
8574,11604,6.0,487.03
8575,11627,6.0,490.23
8576,11628,5.0,437.86
8577,11629,7.0,481.9
8578,11630,8.0,620.5699999999999
8579,11631,4.0,250.5
8580,11632,7.0,597.7
8581,11633,8.0,589.8399999999999
8582,11634,7.0,462.0999999999999
8583,11635,8.0,649.01
8584,11636,7.0,463.7000000000001
8585,11637,7.0,530.2099999999999
8586,11638,8.0,597.12
8587,11639,7.0,589.0
8588,11640,8.0,715.9000000000001
8589,11641,8.0,681.05
8590,11642,8.0,631.21
8591,11643,8.0,621.8900000000001
8592,11644,7.0,625.9
8593,11645,7.0,620.55
8594,11646,7.0,479.19999999999993
8595,11647,8.0,574.9399999999999
8596,11648,8.0,641.01
8597,11649,8.0,596.64
8598,11650,8.0,561.05
8599,11651,8.0,523.3299999999999
8600,11652,7.0,580.1600000000001
8601,11653,8.0,557.6
8602,11654,8.0,700.28
8603,11655,7.0,621.16
8604,11656,7.0,548.4
8605,11657,7.0,559.8
8606,11658,8.0,592.8599999999999
8607,11659,6.0,421.3
8608,11660,7.0,533.2
8609,11661,7.0,573.2
8610,11662,7.0,477.73
8611,11663,7.0,519.28
8612,11664,8.0,640.3
8613,11665,7.0,489.5
8614,11666,7.0,571.8
8615,11667,8.0,632.46
8616,11668,7.0,459.3500000000001
8617,11669,7.0,538.75
8618,11670,8.0,280.9
8619,11671,7.0,523.25
8620,11672,5.0,322.49
8621,11673,9.0,639.94
8622,11674,8.0,506.07
8623,11675,8.0,614.61
8624,11676,7.0,552.5600000000001
8625,11677,7.0,513.62
8626,11678,5.0,299.4
8627,11690,6.0,149.89999999999998
8628,11693,5.0,359.0
8629,11694,7.0,454.25
8630,11695,7.0,526.6999999999999
8631,11696,6.0,456.5
8632,11697,3.0,158.0
8633,11699,3.0,206.5
8634,11700,3.0,187.0
8635,11701,3.0,162.4
8636,11702,5.0,368.35
8637,11703,4.0,331.9
8638,11704,4.0,278.0
8639,11705,1.0,95.3
8640,11706,1.0,86.8
8641,11707,1.0,80.5
8642,11708,1.0,94.0
8643,11709,1.0,93.5
8644,11710,3.0,184.48
8645,11711,5.0,302.0
8646,11712,2.0,146.4
8647,11713,6.0,430.5
8648,11714,6.0,499.7
8649,11716,1.0,91.9
8650,11717,1.0,79.9
8651,11718,1.0,83.3
8652,11719,8.0,561.0
8653,11720,1.0,81.2
8654,11721,1.0,82.0
8655,11722,1.0,88.3
8656,11723,6.0,491.55
8657,11724,7.0,481.9
8658,11725,4.0,291.1
8659,11726,6.0,451.5
8660,11727,6.0,490.1
8661,11728,6.0,490.3
8662,11729,8.0,584.75
8663,11730,6.0,361.2
